Title,Manufacturer,Amps,Voltage,Max. Voltage,Enclosure,Description,Link
250 Amp 3 Pole 600 volt PowerPacT Moulded Case Circuit Breaker JGA36250U31X,SQUARE D,250 amps,600 volts,,,Model  JGA36250U31X   Used   250 amps   3   600 volts   3-phase   Product Data Sheet PDF  Breaking capacity:  65 kA 240 V AC 50/60 Hz UL 489  35 kA 480 V AC 50/60 Hz UL 489  18 kA 600 V AC 50/60 Hz UL 489  20 kA 250 V DC UL 489  20 kA 500 V DC UL 489  Mounting support: Bracket,https://www.lenmark.com//collections/breakers/products/250-amp-3-pole-600-volt-powerpact-moulded-case-circuit-breaker-jga36250u31x
MASTERPACT 800A 3-Pole Circuit Breaker NW08H1,SQUARE D,800 amps,600 volts,,,Model  NW08H1   085250214901   Used   800 amps   MASTERPACT   3   600 volts   3-phase  Cat. No.: WN4ASR74A3SXXXXXCA,https://www.lenmark.com//collections/breakers/products/masterpact-800a-3-pole-circuit-breaker-nw08h1-4
MASTERPACT 800A 3-Pole Circuit Breaker NW08H1,SQUARE D,800 amps,600 volts,,,Model  NW08H1   234608840101   Used   800 amps   MASTERPACT   3   600 volts   3-phase  Cat. No.: WA4PPR44A9SXXXXXXA,https://www.lenmark.com//collections/breakers/products/masterpact-800a-3-pole-circuit-breaker-nw08h1-8
MASTERPACT 800A 3-Pole Circuit Breaker NW08H1,SQUARE D,800 amps,600 volts,,,Model  NW08H1   085250214601   Used   800 amps   MASTERPACT   3   600 volts   3-phase  Cat. No.: WN4ASR74A3SXXXXXCA,https://www.lenmark.com//collections/breakers/products/masterpact-800a-3-pole-circuit-breaker-nw08h1-6
MASTERPACT 800A 3-Pole Circuit Breaker NW08H1,SQUARE D,800 amps,600 volts,,,Model  NW08H1   085250218801   Used   800 amps   MASTERPACT   3   600 volts   3-phase  Cat. No.: WN4ASR74B3SXXXXXCA,https://www.lenmark.com//collections/breakers/products/masterpact-800a-3-pole-circuit-breaker-nw08h1-1
400 Amp 3 Pole Circuit Breaker LA36400,SQUARE D,400 amps,600 volts,,,Model  LA36400   Surplus New   400 amps   LA   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/400-amp-3-pole-circuit-breaker-la36400
2000 Amp 3 Pole Low-Voltage Power Circuit Breaker DS420C,WESTINGHOUSE,2000 amps,600 volts,,,Model  DS420C   CANADA   Good   2000 amps   3   600 volts   3-phase   Mounting: Draw-out  Sensors: 1600  Closing CCT Voltage: 120 VAC  Control CCT Voltage: 120 VAC  Instantaneous Trip: 65 kA @ 240/480/600 V  Short Delay Trip: 65 kA @ 240/480/600 V  Trip Unit: Amptector I Model LSG,https://www.lenmark.com//collections/breakers/products/2000-amp-3-pole-low-voltage-power-circuit-breaker-ds420c
MASTERPACT 800A 3-Pole Circuit Breaker NW08H1,SQUARE D,800 amps,600 volts,,,Model  NW08H1   085250215701   Used   800 amps   MASTERPACT   3   600 volts   3-phase  Cat. No.: WN4ASR74A3SXXXXXCA,https://www.lenmark.com//collections/breakers/products/masterpact-800a-3-pole-circuit-breaker-nw08h1-3
MASTERPACT 800A 3-Pole Circuit Breaker NW08H1,SQUARE D,800 amps,600 volts,,,Model  NW08H1   085250215901   Used   800 amps   MASTERPACT   3   600 volts   3-phase  Cat. No.: WN4ASR74B3SXXXXXCA,https://www.lenmark.com//collections/breakers/products/masterpact-800a-3-pole-circuit-breaker-nw08h1-2
1600 Amp 3 Pole Low-Voltage Power Circuit Breaker DSL416,WESTINGHOUSE,1600 amps,600 volts,,,Model  DSL416   CANADA   Very Good   1600 amps   3   600 volts   3-phase   Sensors: 600-800-1000  Max. Short Circuit Interrupting Capacity w/ Limiters: 200 kA  Limiters: 800 A  Trip Unit: Amptector I - A Model LSG  Mounting: Draw-out,https://www.lenmark.com//collections/breakers/products/1600-amp-3-pole-low-voltage-power-circuit-breaker-dsl416
1600 Amp 3 Pole Low-Voltage Power Circuit Breaker DS416C,WESTINGHOUSE,1600 amps,600 volts,,,Model  DS416C   CANADA   Good   1600 amps   3   600 volts   3-phase   Sensors: 1200-1600-2000  Control CCT Voltage: 120 VAC  Instantaneous Trip:  51 kA @ 600 V 51 kA @ 480 V 65 kA @ 240 V  Short Delay Trip:  51 kA @ 240/480/600 V  Trip Unit: Amptector I - A Model LSIG  Mounting: Draw-out,https://www.lenmark.com//collections/breakers/products/1600-amp-3-pole-low-voltage-power-circuit-breaker-ds416c
400 Amp 3 Pole Circuit Breaker LJL36400CU33X,SQUARE D,100 amps,600 volts,,,Model  LJL36400CU33X   UNITED STATES   Used   100 amps   3   Bolt-On   600 volts   3-phase   Range: PowerPact Control Type: Toggle  Breaking Capacity Code: J Frequency: 50/60 Hz  Mounting Support: Lug Type: LJL  AIC Rating: 65kA@480V Rated impulse withstand voltage: 8 kV IEC 60947-2,https://www.lenmark.com//collections/breakers/products/400-amp-3-pole-circuit-breaker-ljl36400cu33x
4000 Amp Fuse Roll Out TAK94FCB,GENERAL ELECTRIC,,,,,Model  TAK94FCB   Used   Type: AKR  Amperage: 4000  Poles: 3  Phase: 3  AIC Rating: 85000,https://www.lenmark.com//collections/breakers/products/4000-amp-fuse-roll-out-tak94fcb
MASTERPACT 1600A 3-Pole Circuit Breaker NW16H1,SQUARE D,1600 amps,600 volts,,,Model  NW16H1   234608840201   Used   1600 amps   MASTERPACT   3   600 volts   3-phase  Cat. No.: WA4EAR44A9SXXXXXXA,https://www.lenmark.com//collections/breakers/products/masterpact-1600a-3-pole-circuit-breaker-nw16h1
400 Amp 3 Pole Circuit Breaker CJD63B400,SIEMENS,400 amps,600 volts,,,Model  CJD63B400   Used   400 amps   CJD   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/400-amp-3-pole-circuit-breaker-cjd63b400
Circuit Breaker CFD63A250 250A 600V 3-Pole,SIEMENS,,,,,Model  CFD63A250   Very Good,https://www.lenmark.com//collections/breakers/products/circuit-breaker-cfd63a250-250a-600v-3-pole
600 Amp 3-Pole 600 volt Circuit Breaker LD3600F,EATON,600 amps,600 volts,,,Model  LD3600F   Used   600 amps   LD   3   Bolt-On   600 volts   3-phase   Interrupting Capacity:   65kA at 240VAC  35kA at 480VAC  25kA at 600VAC  22kA at 250VDC,https://www.lenmark.com//collections/breakers/products/600-amp-3-pole-circuit-breaker-ld3600f
250 Amp 3-Pole Circuit Breaker CFD63B250,SIEMENS,250 amps,600 volts,,,Model  CFD63B250   Used   250 amps   SENTRON   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/circuit-breaker-cfd63b250-250a-600v-3-pole
500 Amp 2-Pole 600V Circuit Breaker MA26500AC,SQUARE D,500 amps,600 volts,,,Model  MA26500AC   UNITED STATES   Used   500 amps   2   2   Plug-In   600 volts   3-phase  Type/Frame: MA,https://www.lenmark.com//collections/breakers/products/500-amp-2-pole-600v-circuit-breaker-ma26500ac
15 Amp Breaker in Safety Enclosure FDC3015S,EATON,15 amps,600 volts,,,Model  FDC3015S   Very Good   15 amps   FDC   3   Plug-In   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/15-amp-breaker-in-safety-enclosure-fdc3015s
800 Amp 3 Pole Circuit Breaker w/ Ground Fault Trip Protection MXL36800G,SQUARE D,800 amps,600 volts,,,Model  MXL36800G   UNITED STATES   Good   800 amps   MXL   3   600 volts   3-phase   Yes   Interrupting Rating:  65 kA @ 240 V 65 kA @ 480 V 25 kA @ 600 V  Connection: Feed-Thru,https://www.lenmark.com//collections/breakers/products/800-amp-3-pole-circuit-breaker-w-ground-fault-trip-protection-mxl36800g
2000 Amp 3 Pole Circuit Breaker SACE T8V 2000,ABB,2000 amps,600 volts,,,Model  Tmax T8V 2000   32002601937CX030   ITALY   Used   2000 amps   SACE   3   Bolt-On   600 volts   Trip Unit: PR331/P Interrupting Ratings:  125 kA @ 240 V  125 kA @ 480 V  100 kA @ 600 V,https://www.lenmark.com//collections/breakers/products/2000-amp-3-pole-circuit-breaker-sace-t8v-2000
600 Amp PowerPact 3 Pole Circuit Breaker LJF34600WU33X,SQUARE D,600 amps,480 volts,,,Model  LJF34600WU33X   Used   600 amps   LJF   3   Bolt-On   480 volts   3-phase  AIC Rating: 65kA@480V,https://www.lenmark.com//collections/breakers/products/600-amp-powerpact-3-pole-circuit-breaker-ljf34600wu33x
1000 Amp 3 Pole Molded Case Circuit Breaker 140G-N6K3-E12,ALLEN-BRADLEY,1000 amps,600 volts,,,Model  140G-N6K3-E12   ITALY   Used   1000 amps   3   600 volts   ** Frame Rated to 1200 Amps. Installed trip is 1000 Amps  Electronic Trip Unit: LSIG-MM Interrupting Ratings:  100 kA @ 240 V  65 kA @ 480 V  50 kA @ 600 V,https://www.lenmark.com//collections/breakers/products/1000-amp-3-pole-molded-case-circuit-breaker-140g-n6k3-e12
400 Amp 3 Pole Circuit Breaker HKD3400F,EATON,400 amps,600 volts,,,Model  HKD3400F   DOMINICAN REPUBLIC   Used   400 amps   HKD   3   Bolt-On   600 volts   3-phase   Style: 8985A38G04  Volts DC: 250 VDC  Current Interrupting Rating:  100 kA @ 240 V 65 kA @ 480 V 35 kA @ 600 V  Protection: Thermal Magnetic,https://www.lenmark.com//collections/breakers/products/400-amp-3-pole-circuit-breaker-hkd3400f
250 Amp 3-Pole PowerPact Current-Limiting Circuit Breaker JLA36250,SQUARE D,250 amps,600 volts,,,Model  JLA36250   Surplus New   250 amps   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/powerpact-current-limiting-circuit-breaker-jla36250-250a-600v-3-pole
30 Amp 2 Pole Circuit Breaker GBH2030 (Box of 12),EATON,30 amps,347/600 volts,,,Model  GBH2030   DOMINICAN REPUBLIC   Surplus New   30 amps   2   Bolt-On   347/600 volts   ** Box of 12 each  Current Interrupting Rating:  10 kA @ 347/600 VAC 14 kA @ 125/250 VDC,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-gbh2030-box-of-12
60 Amp 3-Pole PowerPact Current-Limiting Circuit Breaker HLD36060U43XAA,SQUARE D,60 amps,600 volts,,,Model  HLD36060U43XAA   Surplus New   60 amps   3   Bolt-On   600 volts   3-phase  H-Frame,https://www.lenmark.com//collections/breakers/products/powerpact-current-limiting-circuit-breaker-hld36060u43xaa-60a-600v-3-pole
400 Amp 3-Pole Circuit Breaker HHJD63F400,SIEMENS,400 amps,600 volts,,,Model  HHJD63F400   Used   400 amps   SENTRON   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/circuit-breaker-hhjd63f400-400a-600v-3-pole
6BL2C Switchboards Breaker Mounting Kit,SIEMENS,,,,,"Model  6BL2C   CANADA   Surplus New   Type: Accessory Voltage Rating: 240 V  Amperage Rating: 100 A Phase: 3  Dimensions: 3-3/4 in Mounting: Twin  Connection: ABC Material: Copper  For Use With: Type BL, BLH, BQD, HBL Breakers Standards: CSA Certified  Application: Connecting Strap Kit",https://www.lenmark.com//collections/breakers/products/6bl2c-switchboards-breaker-mounting-kit
400 Amp 3 Poles Circuit Breaker LJF44400WU33X,SQUARE D,400 amps,220 volts,,,Model  LJF44400WU33X   Used   400 amps   LJ400   3   Bolt-On   220 volts   3-phase,https://www.lenmark.com//collections/breakers/products/400-amp-3-poles-circuit-breaker-ljf44400wu33x
1000 Amp 4 Pole Circuit Breaker Tmax T7H 1000M,ABB,1000 amps,600 volts,,,Model  Tmax T7H 1000M   320127419340X030   ITALY   Used   1000 amps   SACE   4   Bolt-On   600 volts   Trip Unit: PR231/P Interrupting Ratings:  100 kA @ 240 V  65 kA @ 480 V  50 kA @ 600 V,https://www.lenmark.com//collections/breakers/products/1000-amp-4-pole-circuit-breaker-tmax-t7h-1000m-2
1000 Amp 4 Pole Circuit Breaker Tmax T7H 1000M,ABB,1000 amps,600 volts,,,Model  Tmax T7H 1000M   320131112310X030   ITALY   Used   1000 amps   SACE   4   Bolt-On   600 volts   Trip Unit: PR231/P Interrupting Ratings:  100 kA @ 240 V  65 kA @ 480 V  50 kA @ 600 V,https://www.lenmark.com//collections/breakers/products/1000-amp-4-pole-circuit-breaker-tmax-t7h-1000m
"600A, 3-Pole LD Circuit Breaker LD3600FS, 600V w/ Trip Unit LT3600T",CUTLER-HAMMER,600 amps,600 volts,,,Model  LD3600FS   Used   600 amps   LD   3   Bolt-On   600 volts   3-phase  Style: 2A86773G04,https://www.lenmark.com//collections/breakers/products/600a-3-pole-ld-circuit-breaker-ld3600fs-600v-w-trip-unit-lt3600t
1000 Amp 4 Pole Circuit Breaker Tmax T7H 1000M,ABB,1000 amps,600 volts,,,Model  Tmax T7H 1000M   319059919340X030   ITALY   Used   1000 amps   SACE   4   Bolt-On   600 volts   Trip Unit: PR231/P Interrupting Ratings:  100 kA @ 240 V  65 kA @ 480 V  50 kA @ 600 V,https://www.lenmark.com//collections/breakers/products/1000-amp-4-pole-circuit-breaker-tmax-t7h-1000m-1
225 Amp 3 Pole Circuit Breakerw/ Stainless Steel Enclosure KDC3400FS,EATON,225 amps,600 volts,,,Model  KDC3400FS   Used   225 amps   KDC   3   Bolt-On   600 volts   3-phase   Frame Amp: 400 Amp Trip Unit: 225 Amp  Interrupting Capacity:  200kA at 240V 100kA at 480V 65kA at 600V,https://www.lenmark.com//collections/breakers/products/225-amp-3-pole-circuit-breaker-kdc3400fs-w-stainless-steel-enclosure
800 Amps Low Voltage Power Circuit Breaker,WESTINGHOUSE,800 amps,120 volts,,,Model  DS208   CP10976 3A   CANADA   Used   800 amps   120 volts   Closing Voltage: 120 VAC  Control Voltage: 24 VDC  System Interrupting Rating At Specified System Voltages Instantaneous Trip:  22 kA @ 600 V  30 kA @ 480 V  42 kA @ 240 V  Short Delay Trip:  22 kA @ 600 V  30 kA @ 480 V  30 kA @ 240 V,https://www.lenmark.com//collections/breakers/products/800-amps-low-voltage-power-circuit-breaker-1
1600 Amp Circuit Breaker No. RD316TW,WESTINGHOUSE,1600 amps,600 volts,,,"Model  No. RD316TW   Used   1600 amps   3   600 volts   3-phase   Specifications:   Style: 1495D8OG21  Molded Case  Family: Series C  Type: RD  R Frame  Connection: Bolt-on  Protection: Solid State  Functions: LSI - Long-Time, Short-Time and Instantaneous  Interrupting Rating: 65kA @ 480V  3-pole, 600 volts, 3-phase  Made: USA",https://www.lenmark.com//collections/breakers/products/1600-amp-circuit-breaker-no-rd316tw
400 Amp 3 Pole Circuit Breaker w/ 2A/2B Auxiliary Switch HKDKROB,CUTLER-HAMMER,400 amps,600 volts,,,"Model  HKDKROB   New With Defects   400 amps   3   Bolt-On   600 volts   3-phase   Specifications:   Style: 8985A79G03  Protection: No Overcurrent  Interrupting Rating: 18kA @ 480V  3-pole, 600 volts",https://www.lenmark.com//collections/breakers/products/400-amp-3-pole-circuit-breaker-w-2a-2b-auxiliary-switch-hkdkrob
3600 Amp Circuit Breaker Emax Cradle E4 - A HR-HR 4P 10,ABB,3600 amps,,,,Model  E4   NDK36HHBE   Good   3600 amps   4   Current Rating: 5A  Wiring: 14-18 AWG,https://www.lenmark.com//collections/breakers/products/circuit-breaker-emax-cradle-e4-a-3600a-hr-hr-4p-10
800 Amp 3 Pole Low-Voltage Power Circuit Breaker DSL206,WESTINGHOUSE,800 amps,600 volts,,,"Model  DSL206   CANADA   Good   800 amps   3   600 volts   3-phase   Interrupting Capacity w/ Limiters: 200 kA @ 600 V  Limiter Fuses: 1200 Amp, 600 VAC, DSL Limiter fuse  Sensors: 600  Mounting: Draw-out  Trip Unit: Amptector I - A Model LSG",https://www.lenmark.com//collections/breakers/products/800-amp-3-pole-low-voltage-power-circuit-breaker-dsl206
800 Amps Low Voltage Power Circuit Breaker,WESTINGHOUSE,800 amps,120 volts,,,Model  DS208   CP10976 2A   CANADA   Used   800 amps   120 volts   Closing Voltage: 120 VAC  Control Voltage: 24 VDC  System Interrupting Rating At Specified System Voltages Instantaneous Trip:  22 kA @ 600 V  30 kA @ 480 V  42 kA @ 240 V  Short Delay Trip:  22 kA @ 600 V  30 kA @ 480 V  30 kA @ 240 V,https://www.lenmark.com//collections/breakers/products/800-amps-low-voltage-power-circuit-breaker
"400A, 240V, 3-Pole Sentron Series Circuit Breaker JXD23B400",SIEMENS,400 amps,240 volts,,,Model  JXD23B400   Used   400 amps   Sentron   3   Bolt-On   240 volts   3-phase   Interrupt: 65kA,https://www.lenmark.com//collections/breakers/products/400a-240v-3-pole-sentron-series-circuit-breaker-jxd23b400
MASTERPACT 800A 3-Pole Circuit Breaker NW08H1,SQUARE D,800 amps,600 volts,,,Model  NW08H1   085250214201   Used   800 amps   MASTERPACT   3   600 volts   3-phase  Cat. No.: WN4AAR74A3SXXXXXCA,https://www.lenmark.com//collections/breakers/products/masterpact-800a-3-pole-circuit-breaker-nw08h1
100 Amp 3-Pole Circuit Breaker CED63A100,SIEMENS,100 amps,600 volts,,,Model  CED63A100   Very Good   100 amps   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/circuit-breaker-ced63a100-100a-600v-3-pole
"600A, 3-Pole Circuit Breaker LD63F600, 600V - Frame Only",SIEMENS,600 amps,600 volts,,,Model  LD63F600   Surplus New   600 amps   SENTRON   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/600a-3-pole-circuit-breaker-ld63f600-600v-frame-only
40 Amp 3 Pole Circuit Breaker HLL36040,SQUARE D,40 amps,600 volts,,,Model  HLL36040   Surplus New   40 amps   3   Bolt-On   600 volts   3-phase   Frame: H Mounting: Panel  Terminal Connection Type: Lug Tripping Mechanism: Thermal-Magnetic  Short Circuit Rating: 100 kA @ 480 V Wire Size: 14-3/0,https://www.lenmark.com//collections/breakers/products/40-amp-3-pole-circuit-breaker-hll36040
400 Amp 3 Pole Motor Circuit Interrupter HMCP400X5S,CUTLER-HAMMER,400 amps,600 volts,,,Model  HMCP400X5S   Used   400 amps   C   3   600 volts   3-phase   Instantaneous Trip Setting: 2000-4000 Amp   Protection: Magnetic Only  Interrupting Rating: 35kA@480V,https://www.lenmark.com//collections/breakers/products/400-amp-3-pole-motor-circuit-interrupter-hmcp400x5s
1600 Amp 3 Pole Circuit Breaker SPCB-2000,WESTINGHOUSE,1600 amps,600 volts,,,Model  SPCB-2000   Used   1600 amps   3   Bolt-On   600 volts   3-phase   Connection: Bolt-On   Protection: Solid State,https://www.lenmark.com//collections/breakers/products/1600-amp-3-pole-circuit-breaker-spcb-2000
800 Amp 3 Pole Low-Voltage Power Circuit Breaker DSL208,WESTINGHOUSE,800 amps,600 volts,,,"Model  DSL208   CANADA   Good   800 amps   3   600 volts   3-phase   Interrupting Capacity w/ Limiters: 200 kA @ 600 V  Limiter Fuses: 1200 Amp, 600 VAC, DSL Limiter fuse  Sensors: 400  Control CCT Voltage: 120 VAC  Mounting: Draw-out  Trip Unit: Amptector I - A Model LSG",https://www.lenmark.com//collections/breakers/products/800-amp-3-pole-low-voltage-power-circuit-breaker-dsl208
800 Amps Low Voltage Power Circuit Breaker,WESTINGHOUSE,800 amps,120 volts,,,Model  DS208   CP10976 3B   CANADA   Used   800 amps   120 volts   Closing Voltage: 120 VAC  Control Voltage: 24 VDC  System Interrupting Rating At Specified System Voltages Instantaneous Trip:  22 kA @ 600 V  30 kA @ 480 V  42 kA @ 240 V  Short Delay Trip:  22 kA @ 600 V  30 kA @ 480 V  30 kA @ 240 V,https://www.lenmark.com//collections/breakers/products/800-amps-low-voltage-power-circuit-breaker-2
80 Amp 3 Pole Circuit Breaker CED63B080,SIEMENS,80 amps,600 volts,,,Model  CED63B080   Very Good   80 amps   SENTRON   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/circuit-breaker-ced63b080-80a-600v-3-pole
800 Amp Bolt-On Circuit Breaker CMDL3800F,EATON CUTLER-HAMMER,800 amps,600 volts,,,Model  CMDL3800F   Used   800 amps   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/800-amp-bolt-on-circuit-breaker-cmdl3800f
900 Amp 3 Pole Circuit Breaker MHL369002343,SQUARE D,900 amps,600 volts,,,Model  MHL369002343   UNITED STATES   Used   900 amps   MHL   3   Bolt-On   600 volts   3-phase   Interrupting Capacity:  65kA at 240V 65kA at 480V 25kA at 600V,https://www.lenmark.com//collections/breakers/products/900-amp-3-pole-circuit-breaker-mhl369002343
Circuit Breaker CED63B060 60A 600V 3-Pole,SIEMENS,,,,,Model  CED63B060   Very Good,https://www.lenmark.com//collections/breakers/products/circuit-breaker-ced63b060-60a-600v-3-pole
400 Amp 3 Pole Circuit Breaker NZM10-400H/ZM-400-OBI-CNA,MOELLER,400 amps,600 volts,,,"Model  NZM10-400H/ZM-400-OBI-CNA   GERMANY   Used   400 amps   NZM10   3   Bolt-On   600 volts   3-phase   Temperature: 40 C Ambient   Type NZM10 inverse time, solid state trip circuit breakers are UL listed (UL489), and CSA certified (C22.2, No. 5.1) in conformity with IEC/EN 60 947-2 and are CE marked. They are available with fixed or adjustable long time response and adjustable instantaneous pick up range as well as types with additional short time delay pick up range for selectivity in energy distribution networks. Also, the NZM10-...H... is approved as a fuseless current limiting circuit breaker with interrupting ratings up to 100 kA at 480 V AC.",https://www.lenmark.com//collections/breakers/products/400-amp-3-pole-circuit-breaker-nzm10-400h-zm-400-obi-cna
35A 3P Miniature Circuit Breaker M9F42335 (Box of 4),SCHNEIDER ELECTRIC,35 amps,,,,"Model  M9F42335   FRANCE   Surplus New   35 amps   3   Main Details  Range: Multi9 Product name: Multi9 C60 Product or Component Type: Miniature circuit-breaker Device short name: C60BP Device Application: Distribution Poles description: 3P Number of protected poles: 3 Line Rated Current: 35 A 77 °F (25 °C) EN/IEC 60947-2 Network type: AC Trip unit technology :Thermal-magnetic Curve code: C  Complementary Details  [Ue] rated operational voltage: 240 V AC 50/60 Hz, 415 V AC 50/60 Hz, 440 V AC 50/60 Hz Magnetic tripping limit: 8.5 x In +/- 20 % AC [Ui] rated insulation voltage: 500 V AC EN/IEC 60947-2 [Uimp] rated impulse withstand voltage: 6 kVEN/IEC 60947-2 Contact position indicator: Yes Control type: Toggle Local signalling: ON/OFF indication Mounting Mode: Clip-on Mounting Support: DIN rail 9 mm: pitches 6",https://www.lenmark.com//collections/breakers/products/35a-3p-miniature-circuit-breaker-m9f42335-box-of-4
