Title,Manufacturer,Amps,Voltage,Max. Voltage,Bus Ratings,Electrical,Description,Link
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   10 hp   600   MCC Bucket Specifications:  HP Rating: 10HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-70
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-83
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A030, 30A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-80
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-74
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   10 hp   600   MCC Bucket Specifications:  HP Rating: 10HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7104-1BA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-65
Feeder Circuit Breaker MCC Bucket 400a,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 400a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 400a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ HHJD6 400a  Components  SIEMENS Circuit Breaker HHJD63F400, 400A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/feeder-circuit-breaker-mcc-bucket-400a
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   10 hp   600   MCC Bucket Specifications:  HP Rating: 10HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-64
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-53
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   10 hp   600   MCC Bucket Specifications:  HP Rating: 10HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-52
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   7.5 hp   600   MCC Bucket Specifications:  HP Rating: 7.5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-62
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-51
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A030, 30A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-58
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   10 hp   600   MCC Bucket Specifications:  HP Rating: 10HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-48
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-45
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A030, 30A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-14
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-28
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-40
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   1   10 hp   600   MCC Bucket Specifications:  HP Rating: 10HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag   Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-35
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A030, 30A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-22
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-41
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   3   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A030, 30A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0 SIEMENS Digital Module 3UF7300-1AU00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-39
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A030, 30A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-13
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-5
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   1   10 hp   600   MCC Bucket Specifications:  HP Rating: 10HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-2
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag   Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A030, 30A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-32
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A030, 30A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-4
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,,,"600V, 60hz, 3-Ph","Condition  Used   MCC Bucket Specifications:  HP Rating: 25HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A 25HP 45A 600VAC SIEMENS Current Transformer 3UL2202-3A SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS 40 Amp 3 Pole Circuit Breaker CED63A040 SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-139
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 20a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-128
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   3 hp   600   MCC Bucket Specifications:  HP Rating: 3HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 5a 54mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-125
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-123
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-116
Full Voltage Contactor MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   1.5 hp   600   MCC Bucket Specifications:  HP Rating: 1.5HP, 2kW Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-contactor-mcc-bucket-size-6
