Title,Manufacturer,kVA,Primary Voltage,Secondary Voltage,Phase,Oil vs Dry,Transformer Type,Enclosure,Description,Link
"7500/10000 kVA Isolation Transformer, Pri. 13200 Volts, Sec. 4160Y/2402 Volts",DELTA,7500/10000 kVA,13200 volts,4160Y/2402 volts,3-phase,Dry,Power Transformer,Nema 2,"Model  E-CP3C7500 S013192-001   2014   PXB-0011-216064   Used   7500/10000 kVA   13200 volts   4160Y/2402 volts   3-phase   Power Transformer   Isolation   Dry   Nema 2   Power @ 115C Temp. Rise, ANN Cooling: 7500 kVA Power @ 115C Temp. Rise, AFN Cooling: 10000 kVA  Class: 220",https://www.lenmark.com//collections/dry-type-transformer/products/7500-kva-isolation-transformer-pri-13200-volts-sec-4160y-2402-volts
4000A Power Distribution Centre w/ 3000kVA Transformer,EATON CUTLER-HAMMER,,,,3-phase,,,,"Condition  Used   4000 amps   3-phase   Major Components   102487: 3000 kVA Transformer 4160V Pri., 600Y/347V Sec.  108866: 4.16kV MVS Load Interrupter Switch/Disconnect  108865: Magnum DS 4000A, 600/347V LV Switchgear Unit  Available Circuit Breakers for Switchgear   108843: Magnum DS 1200A, 3-Pole Circuit Breaker w/ 1600A Frame MDS616  108844: Magnum DS 600A, 3-Pole Circuit Breaker w/ 800A Frame MDS608  102173: Magnum DS 2000A, 3-Pole Circuit Breaker MDS620  103232: Magnum DS 800A, 3-Pole Circuit Breaker w/ 1600A Frame MDS616  103233: Magnum DS 400A, 3-Pole Circuit Breaker w/ 800A Frame MDS608  110273: Magnum DS 200A, 3-Pole Circuit Breaker w/ 800A Frame MDS608  110274: Magnum DS 1000A, 3-Pole Circuit Breaker w/ 1600A Frame MDS616  110275: Magnum DS 3000A, 3-Pole Circuit Breaker MDS630",https://www.lenmark.com//collections/dry-type-transformer/products/4000a-power-distribution-centre-w-3000kva-transformer
"7500/10000 kVA Isolation Transformer, Pri. 13200 Volts, Sec. 4160Y/2402 Volts",DELTA,7500/1000 kVA,13200 volts,4160Y/2402 volts,3-phase,Dry,Power Transformer,Nema 2,"Model  E-CP3C7500 S013212-001   2014   PXB-0012-216065   Used   7500/1000 kVA   13200 volts   4160Y/2402 volts   3-phase   Power Transformer   Isolation   Dry   Nema 2   Power @ 115C Temp. Rise, ANN Cooling: 7500 kVA Power @ 115C Temp. Rise, AFN Cooling: 10000 kVA  Class: 220",https://www.lenmark.com//collections/dry-type-transformer/products/7500-kva-isolation-transformer-pri-13200-volts-sec-4160y-2402-volts-1
E-House Package w/ 770kVA Step-Up Transformer 540V to 4160Y/2402V & 950HP VFD,Lenmark Industries,,,,,,,,"Condition  Used   General Specifications:   Outside Dimensions (LxWxH): 264in. x 132in. x 132in.  Inside Dimensions (LxWxH): Pending  Includes:  770kVA Step-Up Transformer 540V Pri., 4160Y/2402V Sec.  ABB 710kW (950HP) Variable Frequency Drive (VFD)  Main Disconnect  Low-Voltage Distribution  Fire Suppression System  HVAC System  Lighting  DELTA EVI Step-Up Transformer Specifications:  Model No.: E-CM3C0770 S005830-001  CAT No.: CM3C0770 S005830  Serial No.: MPK-0005-171093  kVA: 770kVA  Primary: 540V, 10kV BIL  Secondary: 4160Y/2402V, 30kV BIL  Phase: 3-Ph  ABB Variable Frequency Drive (VFD)  Base Model No.: ACS800-37-0870-7  Options: C134+E206+G340+H351+H353+K454+L504+P902+Q951+R700  Nominal Ratings:  Amps (1N): 657A  Amps (Cont. Max.): 729A  Amps (Max.): 1091A  Input:  U: 3-Ph, 525...690 (600 UL,CSA)V, IP21, Type 1  I: 657A  f: 48...63hz  Icc: 65kA  Output:  U: 3-Ph, 0...UInput V  I: 729A  f: 0...100hz  Normal Duty: 710kW (950HP), 729A  Light Duty: 710kW (950HP), 700A  Heavy Duty: 500kW (670HP), 545A  Heat Dissipation: 32kW  Air-Flow: 6400m3/h  Noise Level: 77dBA",https://www.lenmark.com//collections/dry-type-transformer/products/e-house-package-w-770kva-step-up-transformer-540v-to-4160y-2402v-950hp-vfd
3000 kVA Transformer 4160V Pri. 600Y/347V Sec.,EATON CUTLER-HAMMER,3000 kVA,4160 volts,600Y/347 volts,3-phase,Dry,,Nema 2,Year:  2006   C21436   Used   3000 kVA   4160 volts   600Y/347 volts   3-phase   Dry   Nema 2,https://www.lenmark.com//collections/dry-type-transformer/products/3000-kva-transformer-4160v-pri-600y-347v-sec
"Underground Substation w/ 800kVA Transformer, 4160V HV, 600Y/346V LV",CANELEC MFG.,800 kVA,4160 volts,600Y/347 volts,3-phase,Dry,,Nema 3R,"S/N:  8073   Surplus New   800 kVA   4160 volts   600Y/347 volts   3-phase   Dry   Nema 3R   Substation - Electrical Drawings  Transformer:  Make: HAMMOND POWER SOLUTIONS INC. Description: 3-Phase, Dry Type Transformer  Serial No.: DB08E69 Part No.: 187937  kVA: 800kVA  HV: 4160V  BIL kV: 30 LV: 600Y/346V, 770A  BIL kV: 10  Type K Class: ANN Enclosure: NEMA-3R  Winding: CU Unit has never been installed or energized.",https://www.lenmark.com//collections/dry-type-transformer/products/underground-substation-w-800kva-transformer-4160v-hv-600y-346v-lv
"5000 kVA Transformer, Pri. 24940 volts, Sec. 4160Y/2400 volts",GENERAL ELECTRIC,5000 kVA,24940 volts,4160Y/2400 volts,3-phase,Dry,Distribution Transformer,,Model  XT 5000 7Z CC H   1993   CK-0335-7496   Used   5000 kVA   24940 volts   4160Y/2400 volts   3-phase   Distribution Transformer   Isolation   Dry  Reference: 07496,https://www.lenmark.com//collections/dry-type-transformer/products/5000-kva-transformer-pri-24940-volts-sec-4160y-2400-volts
"2000 kVA Isolation Transformer, Pri. 13200V, Sec. 600Y/346V",HAMMOND POWER SOLUTIONS INC.,2000 kVA,13200 volts,600Y/347 volts,3-phase,Dry,,Nema 2,Year:  2015   DB07E47   CANADA   Used   2000 kVA   13200 volts   600Y/347 volts   3-phase   Isolation   Dry   Nema 2   Part Number: 183767 Type K Class: ANN  Temp. Rise: 150C Temp. Class: 220,https://www.lenmark.com//collections/dry-type-transformer/products/2000-kva-isolation-transformer-pri-13200v-sec-600y-346v
"500kVA, 3-Ph Isolation Transformer BA500J-HC/Z3, 600V Pri., 240/480V Sec.",REX POWER MAGNETICS,500 kVA,600 volts,240/480 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA500J-HC/Z3   New   500 kVA   600 volts   240/480 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/500kva-3-ph-isolation-transformer-ba500j-hc-z3-600v-pri-240-480v-sec
"1320 kVA Isolation Transformer 5H3-1500E-40A, 4160V HV, 575/332 LV",POLYGON JEFFERSON ELECTRIC,1320 kVA,4160 volts,575Y/332 volts,3-phase,Dry,,,Model  5H3-1500E-40A   26875-1   Used   1320 kVA   4160 volts   575Y/332 volts   3-phase   Isolation   Dry,https://www.lenmark.com//collections/dry-type-transformer/products/1320-kva-isolation-transformer-5h3-1500e-40a-4160v-hv-575-332-lv
"500kVA, 3-Ph Isolation Transformer BA500J-M/Z3, 600V Pri., 120/208Y Sec.",REX POWER MAGNETICS,500 kVA,600 volts,120/208 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA500J-M/Z3   New   500 kVA   600 volts   120/208 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/500kva-3-ph-isolation-transformer-ba500j-m-z3-600v-pri-120-208y-sec
"1000 kVA Transformer, 600 pri. volts, 380Y/219 sec. volts",HAMMOND POWER SOLUTIONS INC.,1000 kVA,600 volts,380Y/220 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Condition  Used   1000 kVA   600 volts   380Y/220 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R,https://www.lenmark.com//collections/dry-type-transformer/products/1000-kva-transformer-600-pri-volts-380y-219-sec-volts
"225kVA, 3-Ph Isolation Transformer BA225J-N1R/Z3, 600V Pri., 380/400V Sec.",REX POWER MAGNETICS,225 kVA,600 volts,400 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA225J-N1R/Z3   New   225 kVA   600 volts   400 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/225kva-3-ph-isolation-transformer-ba225j-n1r-z3-600v-pri-380-400v-sec
"225kVA, 3-Ph Isolation Transformer BA225J-C/Z3, 600V Pri., 240V Sec.",REX POWER MAGNETICS,225 kVA,600 volts,240 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA225J-C/Z3   New   225 kVA   600 volts   240 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/225kva-3-ph-isolation-transformer-ba225j-c-z3-600v-pri-240v-sec
"500kVA, 3-Ph Autotransformer RA500J-HC/N/X, 600V Pri., 240/480V Sec.",REX POWER MAGNETICS,500 kVA,600 volts,240/480 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  RA500J-HC/N/X   New   500 kVA   600 volts   240/480 volts   3-phase   Distribution Transformer   Auto   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/500kva-3-ph-autotransformer-ra500j-hc-n-x-600v-pri-240-480v-sec
"225kVA, 3-Ph Isolation Transformer BA225J-M/Z3, 600V Pri., 120/208Y Sec.",REX POWER MAGNETICS,225 kVA,600 volts,120/208 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  Ba225J-M/Z3   New   225 kVA   600 volts   120/208 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/225kva-3-ph-isolation-transformer-ba225j-m-z3-600v-pri-120-208y-sec
"225kVA, 3-Ph Isolation Transformer BA225H-M/Z3, 480V Pri., 120/208Y Sec.",REX POWER MAGNETICS,225 kVA,480 volts,120/208 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA225H-M/Z3   New   225 kVA   480 volts   120/208 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/225kva-3-ph-isolation-transformer-ba225h-m-z3-480v-pri-120-208y-sec
"450 kVA Isolation Transformer, 600 pri. volts, 400Y/230 sec. volts CD3A0450",DELTA,450 kVA,600 volts,400Y/231 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  CD3A0450 S019114   Used   450 kVA   600 volts   400Y/231 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R,https://www.lenmark.com//collections/dry-type-transformer/products/450-kva-isolation-transformer-600-pri-volts-400y-230-sec-volts-cd3a0450
"225kVA, 3-Ph Isolation Transformer BA225J-P/Z3, 600V Pri., 480Y Sec.",REX POWER MAGNETICS,225 kVA,600 volts,480 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA225J-P/Z3   New   225 kVA   600 volts   480 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/225kva-3-ph-isolation-transformer-ba225j-p-z3-600v-pri-480y-sec
"300 kVA Isolation Transformer, 600 Pri. Volts, 208Y/120 Sec. Volts w/ CAM Lock",BEAVER,300 kVA,600 Delta volts,208Y/120 volts,3-phase,Dry,Distribution Transformer,Nema 2,Model  TVR300T-H34A3   J 14506-1   CANADA   Used   300 kVA   600 Delta volts   208Y/120 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 2   AC Power Supply Control Panel  Model: ACP-300-6-PDU Includes:  CAM locks  2 x 400 amp breakers,https://www.lenmark.com//collections/dry-type-transformer/products/300-kva-isolation-transformer-600-pri-volts-208y-120-sec-volts-w-cam-lock-2
1000 kVA Substation Pri. 12.5/25kV Sec. 600/346V,IMG,1000 kVA,,,3-phase,Dry,,,"Model  PDC1000-25kV   2017   KWT0206E-01   CANADA   Used   1000 kVA   3-phase   Dry   PDF TECHNICAL DRAWINGS  Standards: Built to CSA standards C22.1 & M421-11 Primary Volts: 12470 / 24940 V  Secondary Volts: 600 / 346 V Primary Amps: 46.3 / 23.1 A  Secondary Amps: 962 A Cooling: ANN  Interrupting Capacity: 16 kA Impedance: 9.22%  BIL: 125 kV Approx. Weight: 16,000 lbs",https://www.lenmark.com//collections/dry-type-transformer/products/1000-kva-substation-pri-12-5-25kv-sec-600-346v
Mobile Temporary Power Station,REX POWER MAGNETICS,75 kVA,600 Delta volts,208Y/120 volts,3-phase,Dry,,,"Model  BA75J-M/Z   G 16   Used   75 kVA   600 Delta volts   208Y/120 volts   3-phase   Dry   225A, 600V System 100A, 600V Disconnect  Transformer  3-Ph 75kVA Isolation Transformer, 600V Delta Pri., 208 Y/120 Sec., Type-3R  Panel #1  200A Main Breaker, 120/208V 4 x 125A, 600V 3-Pole Breakers 2 x 100A, 600V 3-Pole Breakers  Panel #2  100A Main Breaker, 240V 18 x 20A, 1-Pole Breakers 20 A 2-Pole Breaker 100A 2-Pole Breaker 2 x 60A 2-Pole Breakers",https://www.lenmark.com//collections/dry-type-transformer/products/mobile-temporary-power-station
"300 kVA Isolation Transformer, 600 Pri. Volts, 208Y/120 Sec. Volts w/ CAM Lock",BEAVER,300 kVA,600 Delta volts,208Y/120 volts,3-phase,Dry,Distribution Transformer,Nema 2,Model  TVR300T-H34A3   J 14506-2   Used   300 kVA   600 Delta volts   208Y/120 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 2   AC Power Supply Control Panel  Model: ACP-300-6-PCU Includes:  CAM locks  2 x 400 amp breakers,https://www.lenmark.com//collections/dry-type-transformer/products/300-kva-isolation-transformer-600-pri-volts-208y-120-sec-volts-w-cam-lock
"300 kVA Isolation Transformer, 600 Pri. Volts, 208Y/120 Sec. Volts w/ CAM Lock",BEAVER,300 kVA,600 Delta volts,208Y/120 volts,3-phase,Dry,Distribution Transformer,Nema 2,Model  TVR300T-H34A3   J 12330   CANADA   Used   300 kVA   600 Delta volts   208Y/120 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 2   AC Power Supply Control Panel  Model: ACP-300-6-PDU Includes:  CAM locks  2 x 400 amp breakers,https://www.lenmark.com//collections/dry-type-transformer/products/300-kva-isolation-transformer-600-pri-volts-208y-120-sec-volts-w-cam-lock-1
"1500kVA Medium Voltage Dry-Type Transformer, Pri. 4160V, Sec. 600Y/346V",HAMMOND POWER SOLUTIONS INC.,1500 kVA,4160 volts,600Y/347 volts,3-phase,Dry,,Nema 3R,Model  202119   2011   J12DB148   Used   1500 kVA   4160 volts   600Y/347 volts   3-phase   Isolation   Dry   Nema 3R   Part No.: 202119 Type K Class: ANN  Temp. Rise: 115 Deg. C Temp. Class: 220  Frequency: 60 Winding: CU  BIL kV (HV): 60 BIL kV (LV): 30,https://www.lenmark.com//collections/dry-type-transformer/products/1500kva-medium-voltage-dry-type-transformer-pri-4160v-sec-600y-346v
"750/863 kVA Isolation Transformer, Pri. 4160Y/2402 V, Sec. 600 V",DELTA,750/863 kVA,4160Y/2402 volts,600 volts,3-phase,Dry,Power Transformer,Nema 2,"Model  E-CR3C0750 S009046-001   2010   RTC-0002-188169   Used   750/863 kVA   4160Y/2402 volts   600 volts   3-phase   Power Transformer   Isolation   Dry   Nema 2   Power @ 115C Temp. Rise: 750 kVA, ANN cooling Power @ 150C Temp. Rise: 863 kVA, ANN cooling  Class: 220",https://www.lenmark.com//collections/dry-type-transformer/products/750-kva-isolation-transformer-pri-4160y-2402-v-sec-600-v
"500kVA, 3-Ph Autotransformer RA500J-B/N/X, 600V Pri., 120/208Y Sec.",REX POWER MAGNETICS,500 kVA,600 volts,120/208 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  RA500J-B/N/X   New   500 kVA   600 volts   120/208 volts   3-phase   Distribution Transformer   Auto   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/500kva-3-ph-autotransformer-ra500j-b-n-x-600v-pri-120-208y-sec
"112.5kVA, 3-Ph Isolation Transformer BA112J-C/Z3, 600V Pri., 240V Sec.",REX POWER MAGNETICS,112.5 kVA,600 volts,240 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA112J-C/Z3   New   112.5 kVA   600 volts   240 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/112-5kva-3-ph-isolation-transformer-ba112j-c-z3-600v-pri-240v-sec
"225kVA, 3-Ph Autotransformer RA225J-B/N/X, 600V Pri., 120/208Y Sec.",REX POWER MAGNETICS,225 kVA,600 volts,120/208 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  RA225J-B/N/X   New   225 kVA   600 volts   120/208 volts   3-phase   Distribution Transformer   Auto   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/225kva-3-ph-autotransformer-ra225j-b-n-x-600v-pri-120-208y-sec
"600 kVA Isolation Transformer, 480 Primary Voltage, 250 Delta Secondary Voltage",HAMMOND,600 kVA,480 volts,250 Delta volts,3-phase,Dry,,Nema 3R,Model  212980   AA00614740   CANADA   Used   600 kVA   480 volts   250 Delta volts   3-phase   Isolation   Dry   Nema 3R   Enclosure: 3R,https://www.lenmark.com//collections/dry-type-transformer/products/600-kva-isolation-transformer-480-primary-voltage-250-delta-secondary-voltage
"112.5 KVA Transformer, 208 pri. volts, 480Y/277 sec. volts, MTH112.5H4-4T-P",MARCUS,112.5 kVA,208 volts,480Y/277 volts,,Dry,Distribution Transformer,Nema 3,Model  MTH112.5H4-4T-P   8090-323   Surplus New   112.5 kVA   208 volts   480Y/277 volts   Distribution Transformer   Isolation   Dry   Nema 3,https://www.lenmark.com//collections/dry-type-transformer/products/112-5-kva-transformer-208-pri-volts-480y-277-sec-volts-mth112-5h4-4t-p
167 kVA Isolation transformer 600 primary volts 120/240 secondary volts,BEAVER,167 kVA,600 volts,120/240 volts,Single-phase,Dry,Distribution Transformer,Nema 2,Model  SVR167T-G8A3   New   167 kVA   600 volts   120/240 volts   Single-phase   Distribution Transformer   Isolation   Dry   Nema 2,https://www.lenmark.com//collections/dry-type-transformer/products/167-kva-isolation-transformer-600-primary-volts-120-240-secondary-volts
"330 kVA Isolation Transformer 5H3-450C-45A, 575V HV, 460/266V LV",POLYGON JEFFERSON ELECTRIC,330 kVA,,,3-phase,Dry,,,Model  5H3-450C-45A   26874-2   Used   330 kVA   3-phase   Isolation   Dry   Style: 5H3-450C-45A Type: ANN  Primary Voltage: 575V Secondary Voltage: 460/266V  Basic Insulation Level: 10 kV,https://www.lenmark.com//collections/dry-type-transformer/products/330-kva-isolation-transformer-575v-hv-460-266v-lv
"112.5kVA, 3-Ph Isolation Transformer BA112H-M/Z3, 480V Pri., 120/208Y Sec.",REX POWER MAGNETICS,112.5 kVA,480 volts,120/208 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA112H-M/Z3   New   112.5 kVA   480 volts   120/208 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/112-5kva-3-ph-isolation-transformer-ba112h-m-z3-480v-pri-120-208y-sec
"112.5kVA, 3-Ph Isolation Transformer BA112J-P/Z, 600V Pri., 480Y Sec.",REX POWER MAGNETICS,112.5 kVA,600 volts,480 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA112J-P/Z3   New   112.5 kVA   600 volts   480 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/112-5kva-3-ph-isolation-transformer-ba112j-p-z-600v-pri-480y-sec
"112.5kVA, 3-Ph Isolation Transformer BA112J-M/Z3, 600V Pri., 120/208Y Sec.",REX POWER MAGNETICS,112.5 kVA,600 volts,120/208 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA112J-M/Z3   New   112.5 kVA   600 volts   120/208 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/112-5kva-3-ph-isolation-transformer-ba112j-m-z3-600v-pri-120-208y-sec
"112.5 kVA Isolation Transformer, 600 Delta pri. volts, 208Y/120 sec. volts",ATLAS,112.5 kVA,600 Delta volts,208Y/120 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  AA3-112-6201-DYC   0433/11   Used   112.5 kVA   600 Delta volts   208Y/120 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R   Class: ANN Welding material: Aluminum,https://www.lenmark.com//collections/dry-type-transformer/products/112-5-kva-isolation-transformer-600-delta-pri-volts-208y-120-sec-volts
"175 kVA Isolation Transformer 5H3-225C-67, 575V HV, 460/266V LV",MAGNETEK,175 kVA,,,3-phase,Dry,,,Model  5H3-225C-67   26873-1   Used   175 kVA   3-phase   Isolation   Dry   Style: 5H3-225C-67 Type: ANN  Primary Voltage: 575V Secondary Voltage: 460/266V  Basic Insulation Level: 10 kV,https://www.lenmark.com//collections/dry-type-transformer/products/175-kva-isolation-transformer-5h3-225c-67-575v-hv-460-266v-lv-1
"150 kVA Transformer, 600 D pri. volts, 208Y/120 sec. volts AA3-150-6201-DYC",ATLAS,150 kVA,600 volts,208Y/120 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  AA3-150-6201-DYC   0356/22   Used   150 kVA   600 volts   208Y/120 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R   Class: ANN Connect: Cu-Al,https://www.lenmark.com//collections/dry-type-transformer/products/150-kva-transformer-600-d-pri-volts-208y-120-sec-volts-aa3-150-6201-dyc
"500 kVA Step-Up Transformer, 277/480V Pri., 2405/4160V Sec. BA3500P480S4160YYC3R",BEMAG,500 kVA,480 volts,4160 volts,3-phase,Dry,,Nema 3R,Model  BA3500P480S4160YYC3R   CANADA   Used   500 kVA   480 volts   4160 volts   3-phase   Isolation   Dry   Nema 3R   Primary: 277/480V  Secondary: 2405/4160V  Temperature Class: 220 deg C  Temperature Rise: 150 deg C,https://www.lenmark.com//collections/dry-type-transformer/products/500-kva-dry-transformer-480-primary-voltage-4160-secondary-voltage
"225kVA, 3-Ph Autotransformer RA225J-C/N/X, 600Y Pri., 240V Sec.",REX POWER MAGNETICS,225 kVA,600 volts,240 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  RA225J-C/N/X   New   225 kVA   600 volts   240 volts   3-phase   Distribution Transformer   Auto   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/225kva-3-ph-autotransformer-ra225j-c-n-x-600y-pri-240v-sec
"75kVA, 3-Ph Isolation Transformer BA75J-N1R/Z3, 600V Pri., 380/400Y Sec.",REX POWER MAGNETICS,75 kVA,600 volts,400 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA75J-N1R/Z3   New   75 kVA   600 volts   400 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/75kva-3-ph-isolation-transformer-ba75j-p-z3-600v-pri-380-400y-sec
"75kVA, 3-Ph Isolation Transformer BA75J-C/Z3, 600V Pri., 240V Sec.",REX POWER MAGNETICS,75 kVA,600 volts,240 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA75J-C/Z3   New   75 kVA   600 volts   240 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/75kva-3-ph-isolation-transformer-ba75j-c-z3-600v-pri-240v-sec
"112.5kVA, 3-Ph Isolation Transformer BA112J-N1R/Z3, 600V Pri., 380/400Y Sec.",REX POWER MAGNETICS,112.5 kVA,600 volts,400 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA112J-N1R/Z3   New   112.5 kVA   600 volts   400 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/112-5kva-3-ph-isolation-transformer-ba112j-n1r-z3-600v-pri-380-400y-sec
"225 kVA Transformer, 4160Y/2402 Primary Voltage, 600 Secondary Voltage 225515",HAMMOND,225 kVA,4160Y/2402 volts,600 volts,3-phase,Dry,,Nema 3R,Model  225515   AA00701066   CANADA   Used   225 kVA   4160Y/2402 volts   600 volts   3-phase   Auto   Dry   Nema 3R,https://www.lenmark.com//collections/dry-type-transformer/products/225-kva-transformer-4160y-2402-primary-voltage-600-secondary-voltage-225515
"75kVA, 3-Ph Isolation Transformer BA75H-M/Z3, 480V Pri., 120/208Y Sec.",REX POWER MAGNETICS,75 kVA,480 volts,120/208 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA75H-M/Z3   New   75 kVA   480 volts   120/208 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/75kva-3-ph-isolation-transformer-ba75h-m-z3-480v-pri-120-208y-sec
"75 KVA Transformer, 208 pri. volts, 480Y/277 sec. volts, MTH75H4-4T-P",MARCUS,75 kVA,208 volts,480Y/277 volts,3-phase,Dry,Distribution Transformer,Nema 2,Model  MTH75H4-4T-P   7875-323   Surplus New   75 kVA   208 volts   480Y/277 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 2,https://www.lenmark.com//collections/dry-type-transformer/products/75-kva-transformer-208-pri-volts-480y-277-sec-volts-mth75h4-4t-p
"225kVA, 3-Ph Autotransformer RA225H-B/N/X, 480V Pri., 120/208Y Sec.",REX POWER MAGNETICS,225 kVA,480 volts,120/208 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  RA225H-B/N/X   New   225 kVA   480 volts   120/208 volts   3-phase   Distribution Transformer   Auto   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/225kva-3-ph-autotransformer-ra225h-b-n-x-480v-pri-120-208y-sec
"75kVA, 3-Ph Isolation Transformer BA75J-P/Z3, 600V Pri., 480Y Sec.",REX POWER MAGNETICS,75 kVA,600 volts,480 volts,3-phase,Dry,Distribution Transformer,Nema 3R,Model  BA75J-P/Z3   New   75 kVA   600 volts   480 volts   3-phase   Distribution Transformer   Isolation   Dry   Nema 3R  Photos Pending.,https://www.lenmark.com//collections/dry-type-transformer/products/75kva-3-ph-isolation-transformer-ba75j-p-z3-600v-pri-480y-sec
"175 kVA Isolation Transformer 5H3-225C-67, 575V HV, 460/266V LV",MAGNETEK,175 kVA,,,3-phase,Dry,,,Model  5H3-225C-67   26873-3   Used   175 kVA   3-phase   Isolation   Dry   Style: 5H3-225C-67 Type: ANN  Primary Voltage: 575V Secondary Voltage: 460/266V  Basic Insulation Level: 10 kV,https://www.lenmark.com//collections/dry-type-transformer/products/175-kva-isolation-transformer-5h3-225c-67-575v-hv-460-266v-lv
"150 kVA Isolation Transformer, 600 pri. volts, 420/242 sec. volts MT150ASPEC",MARCUS,150 kVA,600 volts,,3-phase,Dry,,,Model  MT150ASPEC   9173-103   CANADA   Good   150 kVA   600 volts   3-phase   Isolation   Dry   Secondary Voltage: 420/242 V  Type: TWF  Temperature Rise: 150 o C  % Imp.: 4,https://www.lenmark.com//collections/dry-type-transformer/products/150-kva-transformer-600-primary-voltage-420-242-secondary-voltage-mt150aspec
